"","X","tss","roc"
"1",1,"0.867507246376812",0.969075362318841
"2",14,"LQ",1.5
"3",3,"-7.243",39.724
"4",4,"-5.814",58.515
"5",5,"-8.611",4.094
"6",6,"-12.202",19.787
"7",7,"-11.81",23.66
"8",8,"-16.286",26.838
"9",9,"-0.744",23.65
"10",10,"-0.533",32.904
"11",11,"-0.754",33.457
"12",12,"-1.358",53.968
"13",13,"-16.729",-5.563
"14",141,"-10.945",30.218
"15",15,"-11.488",14.113
"16",16,"-7.484",38.034
"17",17,"-1.237",38.105
"18",18,"-0.855",53.526
"19",19,"-1.247",48.707
"20",20,"-1.871",70.415
