"","X","tss","roc"
"1",1,"0.9878",0.99915350877193
"2",40,"LQH",3.5
"3",3,"-33.287",-2.545
"4",4,"-39.099",21.114
"5",5,"-16.265",63.446
"6",6,"-24.003",72.902
"7",7,"-27.717",116.953
"8",8,"-30.158",136.417
"9",9,"-24.037",25
"10",10,"-21.527",46.699
"11",11,"-26.479",40.715
"12",12,"-35.282",40.268
"13",13,"-48.212",-12.483
"14",14,"-57.393",-8.906
"15",15,"-58.047",-18.432
"16",16,"-70.736",-21.974
"17",17,"-26.616",50.069
"18",18,"-32.05",56.19
"19",19,"-36.589",54.883
"20",20,"-66.437",20.839
