"","X","tss","roc"
"1",1,"0.761975862068966",0.955051724137931
"2",42,"LQHPT",3.5
"3",3,"-17.776",29.106
"4",4,"-24.282",32.717
"5",5,"-11.56",10.533
"6",6,"-13.845",28.367
"7",7,"-16.624",31.969
"8",8,"-18.056",56.263
"9",9,"-4.428",23.488
"10",10,"-8.416",33.512
"11",11,"-8.006",38.834
"12",12,"-13.781",58.714
"13",13,"-19.824",4.165
"14",14,"-27.07",7.487
"15",15,"-21.908",14.466
"16",16,"-28.705",22.178
"17",17,"-8.961",37.055
"18",18,"-14.84",47.931
"19",19,"-14.335",49.32
"20",20,"-20.005",55.611
