"","X","tss","roc"
"1",1,"0.618208695652174",0.874458695652174
"2",30,"LQHPT",2.5
"3",3,"-68.224",-3.099
"4",4,"-81.435",-8.493
"5",5,"-34.48",-3.025
"6",6,"-47.671",17.441
"7",7,"-60.936",-2.035
"8",8,"-68.384",49.451
"9",9,"-31.308",-7.281
"10",10,"-50.843",-14.63
"11",11,"-52.644",-18.9
"12",12,"-68.86",-6.565
"13",13,"-61.136",-42.103
"14",14,"-80.692",-15.319
"15",15,"-71.202",-18.732
"16",16,"-87.585",-3.192
"17",17,"-47.263",-9.349
"18",18,"-66.417",-16.37
"19",19,"-65.473",-11.424
"20",20,"-82.793",28.35
