"","X","tss","roc"
"1",1,"0.918",0.98421875
"2",30,"LQHPT",2.5
"3",3,"-44.328",-14.396
"4",4,"-53.214",-13.448
"5",5,"-15.684",-3.48
"6",6,"-22.171",-1.6
"7",7,"-24.941",-2.888
"8",8,"-37.9",4.443
"9",9,"-13.67",-4.236
"10",10,"-29.428",-11.982
"11",11,"-28.081",-15.581
"12",12,"-46.919",-13.389
"13",13,"-20.986",-1.037
"14",14,"-39.011",0.711
"15",15,"-32.45",-7.42
"16",16,"-44.224",1.718
"17",17,"-24.319",-0.444
"18",18,"-41.247",-4.177
"19",19,"-40.551",-2.073
"20",20,"-56.546",9.864
