"","X","tss","roc"
"1",1,"0.662674396135266",0.901146618357488
"2",21,"H",2
"3",3,"-45.031",-21.736
"4",4,"-73.28",-45.784
"5",5,"-17.45",-5.581
"6",6,"-34.977",-18.002
"7",7,"-39.979",-21.252
"8",8,"-63.504",-41.212
"9",9,"-14.819",-2.34
"10",10,"-28.701",-11.923
"11",11,"-31.606",-14.066
"12",12,"-60.675",-36.792
"13",13,"-20.014",-11.206
"14",14,"-58.12",-34.47
"15",15,"-45.842",-23.385
"16",16,"-73.042",-50.24
"17",17,"-32.256",-14.461
"18",18,"-56.605",-28.863
"19",19,"-60.397",-29.419
"20",20,"-77.157",-53.517
