"","X","tss","roc"
"1",1,"0.71621724137931",0.916694827586207
"2",44,"LQ",4
"3",3,"-5.893",68.599
"4",4,"-11.552",106.704
"5",5,"-4.536",23.607
"6",6,"-6.589",48.286
"7",7,"-8.005",39.796
"8",8,"-10.094",112.5
"9",9,"-2.946",23.291
"10",10,"-5.127",35.126
"11",11,"-4.486",32.528
"12",12,"-9.178",65.552
"13",13,"-11.95",6.937
"14",14,"-10.09",59.228
"15",15,"-11.446",26.723
"16",16,"-13.719",84.801
"17",17,"-6.255",31.007
"18",18,"-7.927",52.685
"19",19,"-7.955",54.976
"20",20,"-10.383",139.539
