"","X","tss","roc"
"1",1,"0.8971",0.978041666666667
"2",14,"LQ",1.5
"3",3,"-4.741",56.43
"4",4,"-6.901",69.633
"5",5,"-9.718",20.476
"6",6,"-5.219",39.428
"7",7,"-8.031",36.238
"8",8,"-6.538",55.758
"9",9,"-2.134",25.606
"10",10,"-2.496",38.745
"11",11,"-4.12",33.673
"12",12,"-4.152",55.652
"13",13,"-10.075",34.004
"14",141,"-8.998",47.485
"15",15,"-8.173",43.585
"16",16,"-8.262",61.402
"17",17,"-6.496",34.572
"18",18,"-6.512",46.418
"19",19,"-8.083",44.027
"20",20,"-11.116",66.096
