"","X","tss","roc"
"1",1,"0.9937",0.999175157232704
"2",34,"LQH",3
"3",3,"-68.204",-66.941
"4",4,"-91.763",-90.884
"5",5,"-31.686",4.119
"6",6,"-18.946",33.443
"7",7,"-55.354",-19.989
"8",8,"-52.004",-9.83
"9",9,"-30.258",-19.11
"10",10,"-48.325",-39.429
"11",11,"-49.753",-38.66
"12",12,"-66.722",-56.562
"13",13,"-78.364",-78.254
"14",14,"-75.892",-75.453
"15",15,"-81.329",-81.329
"16",16,"-88.413",-85.173
"17",17,"-63.262",-62.987
"18",18,"-78.913",-78.034
"19",19,"-69.907",-67.82
"20",20,"-95.772",-90.719
