"","X","tss","roc"
"1",1,"0.965078571428571",0.99749609375
"2",26,"LQ",2.5
"3",3,"-45.155",-29.968
"4",4,"-57.932",-35.174
"5",5,"-25.192",21.857
"6",6,"-31.253",39.41
"7",7,"-43.894",38.576
"8",8,"-52.388",71.654
"9",9,"-23.366",-4.169
"10",10,"-25.98",5.994
"11",11,"-35.602",-7.458
"12",12,"-45.088",-2.479
"13",13,"-52.434",-36.593
"14",14,"-63.272",-42.474
"15",15,"-59.599",-36.638
"16",16,"-79.225",-48.288
"17",17,"-43.961",-5.588
"18",18,"-51.938",-4.304
"19",19,"-56.805",2.253
"20",20,"-80.847",-15.007
