"","X","tss","roc"
"1",1,"0.818961904761905",0.96425119047619
"2",26,"LQ",2.5
"3",3,"-77.113",-76.887
"4",4,"-91.947",-91.921
"5",5,"-44.874",-44.397
"6",6,"-62.795",-62.689
"7",7,"-71.258",-70.887
"8",8,"-80.331",-80.331
"9",9,"-39.801",-39.351
"10",10,"-60.225",-59.96
"11",11,"-68.821",-68.808
"12",12,"-80.013",-80.013
"13",13,"-53.656",-52.358
"14",14,"-79.325",-79.139
"15",15,"-72.146",-71.828
"16",16,"-89.404",-89.391
"17",17,"-57.139",-56.728
"18",18,"-76.053",-76.013
"19",19,"-78.517",-78.437
"20",20,"-89.073",-89.073
