"","X","tss","roc"
"1",1,"0.837654545454545",0.966965454545455
"2",26,"LQ",2.5
"3",3,"-24.941",-8.091
"4",4,"-32.876",-20.411
"5",5,"-8.849",-0.591
"6",6,"-11.807",1.462
"7",7,"-22.207",-12.688
"8",8,"-24.316",-15.567
"9",9,"-8.682",3.125
"10",10,"-12.465",2.511
"11",11,"-15.735",-6.562
"12",12,"-22.687",-7.544
"13",13,"-12.845",8.905
"14",14,"-20.935",1.127
"15",15,"-22.419",-1.049
"16",16,"-28.602",-0.212
"17",17,"-16.092",-5.892
"18",18,"-22.989",-13.871
"19",19,"-25.79",-13.157
"20",20,"-31.704",-21.928
