"","X","tss","roc"
"1",1,"0.914387218045113",0.98739962406015
"2",27,"H",2.5
"3",3,"-44.894",-15.738
"4",4,"-74.154",-61.993
"5",5,"-16.911",2.754
"6",6,"-22.457",25.295
"7",7,"-38.746",-11.896
"8",8,"-44.804",-3.194
"9",9,"-14.572",-2.825
"10",10,"-20.844",9.026
"11",11,"-22.988",1.957
"12",12,"-37.534",-8.229
"13",13,"-27.705",-9.298
"14",14,"-61.41",-50.635
"15",15,"-51.957",-42.309
"16",16,"-74.148",-64.624
"17",17,"-22.224",7.594
"18",18,"-41.285",-14.779
"19",19,"-40.463",-12.278
"20",20,"-75.288",-58.987
