"","X","tss","roc"
"1",1,"0.715325806451613",0.896474193548387
"2",45,"H",4
"3",3,"-12.424",-0.722
"4",4,"-18.342",-6.32
"5",5,"-9.821",-3.018
"6",6,"-9.283",4.1
"7",7,"-12.116",-3.159
"8",8,"-14.804",-5.799
"9",9,"-4.942",1.023
"10",10,"-5.424",7.241
"11",11,"-9.536",-2.719
"12",12,"-10.055",-0.369
"13",13,"-11.867",0.747
"14",14,"-17.092",-4.799
"15",15,"-14.375",-3.512
"16",16,"-18.003",-5.448
"17",17,"-7.93",2.572
"18",18,"-11.158",0.671
"19",19,"-12.213",-1.497
"20",20,"-18.263",-5.906
