"","X","tss","roc"
"1",1,"0.959072727272727",0.99655
"2",35,"LQHP",3
"3",3,"-71.222",-17.775
"4",4,"-84.579",-41.639
"5",5,"-27.374",6.689
"6",6,"-27.89",24.174
"7",7,"-60.652",3.902
"8",8,"-48.741",69.323
"9",9,"-12.469",13.315
"10",10,"-16.804",23.617
"11",11,"-23.348",19.942
"12",12,"-35.487",23.348
"13",13,"-50.867",-8.361
"14",14,"-69.88",-6.751
"15",15,"-75.33",-37.428
"16",16,"-82.927",-37.552
"17",17,"-31.668",14.637
"18",18,"-56.441",23.617
"19",19,"-48.266",32.308
"20",20,"-84.352",50.454
