"","X","tss","roc"
"1",1,"0.822354430379747",0.966718037974684
"2",28,"LQH",2.5
"3",3,"-58.237",-19.987
"4",4,"-80.18",-22.463
"5",5,"-37.667",-10.612
"6",6,"-44.71",-6.628
"7",7,"-52.256",-16.905
"8",8,"-74.184",-34.752
"9",9,"-27.653",-7.147
"10",10,"-41.763",-8.8
"11",11,"-46.77",-12.657
"12",12,"-68.809",-23.046
"13",13,"-15.995",19.708
"14",14,"-56.696",0.024
"15",15,"-56.073",-18.837
"16",16,"-76.004",-18.702
"17",17,"-26.575",13.615
"18",18,"-57.79",-12.992
"19",19,"-62.693",-12.729
"20",20,"-78.895",-14.238
