"","X","tss","roc"
"1",1,"0.670429411764706",0.902748529411765
"2",39,"H",3.5
"3",3,"-6.959",24.825
"4",4,"-8.272",37.043
"5",5,"-7.034",13.392
"6",6,"-8.506",15.216
"7",7,"-9.916",13.783
"8",8,"-10.645",23.176
"9",9,"-4.547",9.987
"10",10,"-8.464",13.889
"11",11,"-10.053",11.72
"12",12,"-12.413",18.619
"13",13,"-3.551",22.044
"14",14,"-7.678",24.653
"15",15,"-6.001",22.773
"16",16,"-5.869",43.634
"17",17,"-4.904",22.32
"18",18,"-6.924",27.913
"19",19,"-6.908",27.897
"20",20,"-7.297",45.986
