"","X","tss","roc"
"1",1,"0.584803389830508",0.8767
"2",38,"LQ",3.5
"3",3,"-9.989",-1.435
"4",4,"-15.863",-5.387
"5",5,"-6.748",3.942
"6",6,"-11.197",-1.611
"7",7,"-11.079",-0.845
"8",8,"-14.712",-4.216
"9",9,"-6.471",-0.175
"10",10,"-8.091",-1.078
"11",11,"-9.619",-2.924
"12",12,"-14.52",-7.29
"13",13,"-7.393",2.519
"14",14,"-10.716",1.25
"15",15,"-9.038",2.098
"16",16,"-17.659",-8.971
"17",17,"-10.964",-1.78
"18",18,"-12.042",-2.628
"19",19,"-12.84",-1.776
"20",20,"-20.009",-9.568
