"","X","tss","roc"
"1",1,"0.919721739130435",0.992840434782609
"2",36,"LQHPT",3
"3",3,"-58.845",-45.993
"4",4,"-81.537",-73.622
"5",5,"-28.324",-5.611
"6",6,"-40.796",-4.632
"7",7,"-49.103",-22.475
"8",8,"-47.635",-14.613
"9",9,"-23.323",-13.309
"10",10,"-27.487",-10.427
"11",11,"-30.706",-14.342
"12",12,"-42.394",-21.855
"13",13,"-40.535",-26.302
"14",14,"-61.52",-49.016
"15",15,"-57.247",-46.863
"16",16,"-80.755",-71.317
"17",17,"-31.347",-10.569
"18",18,"-45.819",-27.629
"19",19,"-48.168",-26.944
"20",20,"-75.612",-63.401
