"","X","tss","roc"
"1",1,"0.720337837837838",0.9241
"2",47,"LQHP",4
"3",3,"-9.709",40.656
"4",4,"-11.761",35.516
"5",5,"-7.042",16.632
"6",6,"-7.168",27.77
"7",7,"-10.784",25
"8",8,"-9.389",47.545
"9",9,"-2.487",27.294
"10",10,"-3.548",40.716
"11",11,"-3.53",41.84
"12",12,"-5.448",57.11
"13",13,"-13.239",16.018
"14",14,"-15.024",16.752
"15",15,"-12.849",21.452
"16",16,"-16.72",27.296
"17",17,"-6.309",41.763
"18",18,"-7.746",48.363
"19",19,"-8.689",44.295
"20",20,"-11.769",53.233
