"","X","tss","roc"
"1",1,"0.9704",0.993392307692308
"2",14,"LQ",1.5
"3",3,"-17.197",-6.957
"4",4,"-34.64",-26.507
"5",5,"-29.201",-27.927
"6",6,"-31.455",-30.573
"7",7,"-46.301",-46.105
"8",8,"-54.189",-53.846
"9",9,"-19.059",-17.589
"10",10,"-29.201",-26.507
"11",11,"-31.504",-27.976
"12",12,"-51.445",-50.808
"13",13,"-22.685",-19.598
"14",141,"-50.857",-47.722
"15",15,"-34.297",-30.181
"16",16,"-45.811",-40.911
"17",17,"-23.175",-21.019
"18",18,"-29.446",-22.979
"19",19,"-32.533",-25.87
"20",20,"-43.753",-38.021
