"","X","tss","roc"
"1",1,"0.849288372093023",0.95426976744186
"2",34,"LQH",3
"3",3,"-28.327",-6.388
"4",4,"-44.588",-18.134
"5",5,"-16.792",-9.152
"6",6,"-19.375",-4.616
"7",7,"-25.743",-10.614
"8",8,"-30.8",-8.531
"9",9,"-15.04",-7.82
"10",10,"-17.292",-6.428
"11",11,"-25.093",-15.71
"12",12,"-32.352",-21.228
"13",13,"-22.339",-12.626
"14",14,"-34.715",-14.409
"15",15,"-32.202",-13.848
"16",16,"-52.138",-39.802
"17",17,"-21.528",-8.351
"18",18,"-30.63",-12.727
"19",19,"-31.841",-11.215
"20",20,"-49.504",-16.111
