"","X","tss","roc"
"1",1,"0.783236842105263",0.943584210526316
"2",27,"H",2.5
"3",3,"-62.198",-55.27
"4",4,"-78.288",-70.798
"5",5,"-50.717",-46.029
"6",6,"-58.116",-55.13
"7",7,"-60.889",-58.057
"8",8,"-76.715",-73.97
"9",9,"-47.6",-45.664
"10",10,"-60.342",-56.522
"11",11,"-62.346",-58.697
"12",12,"-79.728",-77.131
"13",13,"-41.93",-32.606
"14",14,"-66.13",-55.375
"15",15,"-59.879",-49.22
"16",16,"-78.274",-69.082
"17",17,"-52.284",-35.412
"18",18,"-62.768",-43.622
"19",19,"-64.529",-45.482
"20",20,"-78.35",-64.316
