"","X","tss","roc"
"1",1,"0.832005896805897",0.967879975429975
"2",30,"LQHPT",2.5
"3",3,"-48.737",-47.482
"4",4,"-57.601",-56.934
"5",5,"-24.782",-22.844
"6",6,"-38.141",-37.156
"7",7,"-39.968",-39.126
"8",8,"-55.266",-54.091
"9",9,"-25.306",-22.907
"10",10,"-31.962",-29.944
"11",11,"-36.839",-35.25
"12",12,"-49.579",-48.118
"13",13,"-32.232",-30.071
"14",14,"-53.709",-52.724
"15",15,"-47.26",-45.846
"16",16,"-62.303",-61.414
"17",17,"-42.16",-40.842
"18",18,"-47.927",-46.513
"19",19,"-52.232",-51.025
"20",20,"-65.306",-64.464
