"","X","tss","roc"
"1",1,"0.5911",0.857732
"2",20,"LQ",2
"3",3,"-22.343",-1.584
"4",4,"-34.7",-4.977
"5",5,"-12.775",2.84
"6",6,"-18.429",0.665
"7",7,"-19.507",-0.197
"8",8,"-27.974",-2.885
"9",9,"-11.607",-2.151
"10",10,"-17.6",-3.463
"11",11,"-19.541",-6.591
"12",12,"-27.911",-10.464
"13",13,"-11.846",4.945
"14",14,"-26.993",-4.588
"15",15,"-21.026",0.75
"16",16,"-36.248",-3.845
"17",17,"-18.559",-3.351
"18",18,"-25.886",-3.576
"19",19,"-27.222",-5.056
"20",201,"-38.255",-7.297
