"","X","tss","roc"
"1",1,"0.569686206896552",0.814110344827586
"2",20,"LQ",2
"3",3,"-7.201",48.722
"4",4,"-9.496",61.103
"5",5,"-5.294",23.906
"6",6,"-9.211",31.585
"7",7,"-13.066",28
"8",8,"-17.139",57.286
"9",9,"-7.449",12.817
"10",10,"-11.854",16.416
"11",11,"-11.907",17.375
"12",12,"-15.702",35.06
"13",13,"-13.616",4.196
"14",14,"-9.384",34.051
"15",15,"-12.332",20.197
"16",16,"-17.114",53.929
"17",17,"-8.033",22.447
"18",18,"-11.921",40.202
"19",19,"-13.224",41.232
"20",201,"-16.147",66.377
