"","X","tss","roc"
"1",1,"0.83156462585034",0.977004988662131
"2",36,"LQHPT",3
"3",3,"-42.238",-30.357
"4",4,"-52.936",-40.725
"5",5,"-23.258",-13.365
"6",6,"-33.708",-23.418
"7",7,"-34.707",-27.52
"8",8,"-48.659",-39.537
"9",9,"-21.633",-13.123
"10",10,"-33.262",-25.469
"11",11,"-33.044",-25.479
"12",12,"-50.133",-40.284
"13",13,"-23.02",-5.625
"14",14,"-38.941",-24.092
"15",15,"-35.095",-21.134
"16",16,"-50.196",-23.636
"17",17,"-28.398",-18.661
"18",18,"-40.177",-30.629
"19",19,"-42.719",-30.871
"20",20,"-56.763",-41.157
