"","X","tss","roc"
"1",1,"0.856688888888889",0.945901851851852
"2",14,"LQ",1.5
"3",3,"-10.081",60.331
"4",4,"-32.089",43.017
"5",5,"-8.965",42.747
"6",6,"-14.467",24.163
"7",7,"-30.165",2.001
"8",8,"-34.359",32.589
"9",9,"-18.853",1.077
"10",10,"-35.821",-4.002
"11",11,"-35.629",-2.116
"12",12,"-53.944",-9.119
"13",13,"-23.817",-0.385
"14",141,"-33.051",14.929
"15",15,"-37.322",-4.04
"16",16,"-53.174",-27.01
"17",17,"-32.782",-5.117
"18",18,"-42.478",11.351
"19",19,"-40.939",11.62
"20",20,"-59.715",-8.042
