"","X","tss","roc"
"1",1,"0.685617543859649",0.925845614035088
"2",20,"LQ",2
"3",3,"-20.976",-10.295
"4",4,"-24.097",-14.31
"5",5,"-13.436",1.476
"6",6,"-12.458",12.514
"7",7,"-14.987",4.598
"8",8,"-19.669",-6.055
"9",9,"-7.08",4.325
"10",10,"-13.577",-2.313
"11",11,"-10.587",1.636
"12",12,"-14.244",0.997
"13",13,"-12.129",6.459
"14",14,"-15.72",2.661
"15",15,"-14.592",1.128
"16",16,"-20.609",-9.458
"17",17,"-14.3",0.978
"18",18,"-13.257",2.717
"19",19,"-14.658",0.63
"20",201,"-18.353",-2.125
