"","X","tss","roc"
"1",1,"0.672187804878049",0.9021
"2",26,"LQ",2.5
"3",3,"-1.844",61.782
"4",4,"-0.735",96.909
"5",5,"-4.231",47.533
"6",6,"-4.167",61.036
"7",7,"-3.112",64.851
"8",8,"-2.142",89.076
"9",9,"-6.672",27.944
"10",10,"-3.602",44.016
"11",11,"-4.828",41.607
"12",12,"-4.093",68.954
"13",13,"-5.958",44.517
"14",14,"-2.089",83.641
"15",15,"-3.506",69.349
"16",16,"-4.306",78.568
"17",17,"-4.679",55.995
"18",18,"-1.215",82.298
"19",19,"-2.281",89.364
"20",20,"-3.826",111.297
