"","X","tss","roc"
"1",1,"0.958466666666667",0.994273333333333
"2",8,"LQ",1
"3",3,"-99.756",-99.756
"4",4,"-99.878",-97.199
"5",5,"-58.465",2.923
"6",6,"-46.407",15.469
"7",7,"-98.782",-96.346
"8",81,"-93.666",-90.012
"9",9,"-53.959",-34.714
"10",10,"-94.762",-91.474
"11",11,"-99.756",-99.391
"12",12,"-91.717",-85.018
"13",13,"-95.859",-95.737
"14",14,"-99.391",-98.904
"15",15,"-99.269",-99.147
"16",16,"-99.878",-99.878
"17",17,"-92.57",-89.038
"18",18,"-99.756",-99.635
"19",19,"-99.756",-99.635
"20",20,"-99.878",-99.878
