"","X","tss","roc"
"1",1,"0.797172972972973",0.967874324324324
"2",23,"LQHP",2
"3",3,"-18.392",70.03
"4",4,"-32.346",100.308
"5",5,"-9.323",26.687
"6",6,"-14.565",58.73
"7",7,"-20.254",50.538
"8",8,"-21.578",113.652
"9",9,"-7.981",32.388
"10",10,"-10.998",39.97
"11",11,"-10.097",41.56
"12",12,"-11.826",96.082
"13",13,"-26.771",-2.684
"14",14,"-28.368",46.064
"15",15,"-28.791",22.66
"16",16,"-45.115",65.466
"17",17,"-10.738",45.193
"18",18,"-15.472",79.964
"19",19,"-14.214",79.746
"20",20,"-35.073",141.463
