"","X","tss","roc"
"1",1,"0.74901724137931",0.939708620689655
"2",20,"LQ",2
"3",3,"-10.811",45.742
"4",4,"-15.148",51.441
"5",5,"-6.169",29.18
"6",6,"-7.914",47.992
"7",7,"-9.543",48.684
"8",8,"-9.951",79.784
"9",9,"-4.157",34.867
"10",10,"-5.719",46.873
"11",11,"-5.658",45.704
"12",12,"-7.72",72.534
"13",13,"-11.86",20.623
"14",14,"-18.994",21.531
"15",15,"-13.373",28.694
"16",16,"-20.068",45.887
"17",17,"-7.242",46.56
"18",18,"-9.884",57.831
"19",19,"-9.879",60.521
"20",201,"-13.846",72.552
