"","X","tss","roc"
"1",1,"0.9893",0.996040740740741
"2",22,"LQH",2
"3",3,"-94.124",-71.886
"4",4,"-97.818",-50.281
"5",5,"-74.595",4.293
"6",6,"-87.262",46.517
"7",7,"-96.235",-1.97
"8",8,"-96.868",86.453
"9",9,"-64.426",-46.481
"10",10,"-78.29",-59.923
"11",11,"-78.642",-54.187
"12",12,"-89.937",-57.706
"13",13,"-86.84",-71.569
"14",14,"-95.813",-72.484
"15",15,"-94.933",-80.12
"16",16,"-96.552",-64.602
"17",17,"-86.594",-68.508
"18",18,"-95.742",-69.845
"19",19,"-95.144",-70.443
"20",20,"-97.643",-51.724
