"","X","tss","roc"
"1",1,"0.775341935483871",0.9395
"2",20,"LQ",2
"3",3,"-12.019",62.53
"4",4,"-10.023",107.984
"5",5,"-4.296",25.798
"6",6,"-9.353",44.09
"7",7,"-17.901",37.048
"8",8,"-13.854",102.467
"9",9,"-2.045",26.622
"10",10,"-4.389",41.945
"11",11,"-5.622",39.398
"12",12,"-5.74",87.126
"13",13,"-20.015",5.318
"14",14,"-17.362",53.902
"15",15,"-17.455",27.416
"16",16,"-23.108",87.25
"17",17,"-5.232",37.904
"18",18,"-11.535",57.293
"19",19,"-11.337",61.396
"20",201,"-17.393",131.904
