"","X","tss","roc"
"1",1,"0.876222222222222",0.966429166666667
"2",8,"LQ",1
"3",3,"-55.612",-41.484
"4",4,"-65.469",-46.341
"5",5,"-37.799",-34.922
"6",6,"-42.773",-28.828
"7",7,"-70.56",-64.727
"8",81,"-59.857",-46.771
"9",9,"-13.958",-2.357
"10",10,"-24.349",-14.805
"11",11,"-25.091",-12.956
"12",12,"-42.318",-24.297
"13",13,"-57.409",-55.026
"14",14,"-86.654",-76.289
"15",15,"-77.422",-70.872
"16",16,"-83.294",-69.492
"17",17,"-35.951",-19.883
"18",18,"-51.549",-37.07
"19",19,"-52.279",-37.734
"20",20,"-80.182",-60.82
