"","X","tss","roc"
"1",1,"0.819634104046243",0.969239595375723
"2",24,"LQHPT",2
"3",3,"-70.263",-69.526
"4",4,"-86.342",-86
"5",5,"-43.211",-41
"6",6,"-55.382",-54
"7",7,"-59.224",-58.211
"8",8,"-83.421",-82.605
"9",9,"-35.118",-32.303
"10",10,"-57.697",-56.618
"11",11,"-62.895",-61.25
"12",12,"-78.658",-77.816
"13",13,"-45.566",-42.329
"14",14,"-69.211",-68.132
"15",15,"-61.684",-59.684
"16",16,"-87.276",-86.697
"17",17,"-58.697",-56.539
"18",18,"-70.039",-68.842
"19",19,"-70.276",-69.105
"20",20,"-87.75",-86.921
