"","X","tss","roc"
"1",1,"0.787288372093023",0.957193023255814
"2",20,"LQ",2
"3",3,"-8.445",56.365
"4",4,"-10.288",89.262
"5",5,"-12.159",24.015
"6",6,"-12.207",37.727
"7",7,"-16.237",33.404
"8",8,"-15.407",67.752
"9",9,"-7.574",20.041
"10",10,"-9.726",32.692
"11",11,"-10.108",35.567
"12",12,"-10.794",67.256
"13",13,"-18.647",6.493
"14",14,"-9.77",56.769
"15",15,"-11.168",35.667
"16",16,"-14.739",71.287
"17",17,"-8.012",43.99
"18",18,"-6.908",62.688
"19",19,"-8.826",66.887
"20",201,"-10.308",100.485
