"","X","tss","roc"
"1",1,"0.781152631578947",0.945455263157895
"2",8,"LQ",1
"3",3,"-16.469",31.287
"4",4,"-23.58",30.23
"5",5,"-13.908",23.399
"6",6,"-14.982",31.099
"7",7,"-20.072",17.812
"8",81,"-21.683",36.481
"9",9,"-8.797",16.231
"10",10,"-14.063",13.437
"11",11,"-15.684",14.59
"12",12,"-19.808",20.813
"13",13,"-23.952",3.155
"14",14,"-21.744",17.267
"15",15,"-25.032",8.694
"16",16,"-25.825",20.357
"17",17,"-13.649",30.882
"18",18,"-17.573",32.771
"19",19,"-17.945",30.262
"20",20,"-19.37",45.005
