"","X","tss","roc"
"1",1,"0.687806779661017",0.905883050847458
"2",39,"H",3.5
"3",3,"-24.175",0.513
"4",4,"-35.969",-6.954
"5",5,"-11.953",-4.866
"6",6,"-16.277",5.536
"7",7,"-21.063",-4.574
"8",8,"-28.699",-10.653
"9",9,"-10.75",0.363
"10",10,"-17.489",0.162
"11",11,"-20.093",-11.266
"12",12,"-27.207",-9.134
"13",13,"-15.926",-1.301
"14",14,"-33.444",-7.146
"15",15,"-23.883",1.743
"16",16,"-41.794",-8.343
"17",17,"-15.861",-4.881
"18",18,"-25.287",-11.033
"19",19,"-26.67",-13.67
"20",20,"-41.891",-19.786
