"","X","tss","roc"
"1",1,"0.9649",0.99335
"2",26,"LQ",2.5
"3",3,"-50.836",65.574
"4",4,"-71.194",53.828
"5",5,"-36.494",-11.846
"6",6,"-63.22",9.36
"7",7,"-53.322",59.459
"8",8,"-65.717",37.813
"9",9,"-17.763",9.778
"10",10,"-23.966",26.672
"11",11,"-26.892",22.019
"12",12,"-39.342",30.004
"13",13,"-37.714",7.237
"14",14,"-61.175",13.484
"15",15,"-50.451",9.074
"16",16,"-74.714",25.803
"17",17,"-42.576",4.982
"18",18,"-54.641",35.713
"19",19,"-58.656",12.571
"20",20,"-71.623",69.688
