"","X","tss","roc"
"1",1,"0.701589473684211",0.906793421052632
"2",40,"LQH",3.5
"3",3,"-10.923",71.013
"4",4,"-10.383",127.316
"5",5,"-7.689",26.821
"6",6,"-7.67",58.644
"7",7,"-6.718",60.534
"8",8,"-4.442",162.507
"9",9,"-3.806",26.66
"10",10,"-5.143",50.492
"11",11,"-4.699",56.387
"12",12,"-4.687",119.171
"13",13,"-9.624",25.227
"14",14,"-7.265",91.045
"15",15,"-10.138",41.678
"16",16,"-10.633",145.934
"17",17,"-4.834",44.738
"18",18,"-6.525",91.514
"19",19,"-5.535",97.628
"20",20,"-6.506",213.314
