"","X","tss","roc"
"1",1,"0.871523404255319",0.976927127659574
"2",14,"LQ",1.5
"3",3,"-15.575",59.147
"4",4,"-22.265",94.332
"5",5,"-13.871",24.054
"6",6,"-15.058",46.154
"7",7,"-15.762",52.907
"8",8,"-21.177",76.11
"9",9,"-10.864",15.803
"10",10,"-14.93",30.88
"11",11,"-14.593",34.524
"12",12,"-20.33",48.071
"13",13,"-16.489",25.749
"14",141,"-20.405",60.708
"15",15,"-20.514",33.339
"16",16,"-23.126",82.638
"17",17,"-16.931",22.761
"18",18,"-19.568",49.329
"19",19,"-18.406",54.537
"20",20,"-24.863",91.964
