"","X","tss","roc"
"1",1,"0.9537",0.994370416666667
"2",42,"LQHPT",3.5
"3",3,"-50.491",-20.193
"4",4,"-75.648",-47.57
"5",5,"-22.125",-2.554
"6",6,"-35.39",9.586
"7",7,"-46.109",-11.661
"8",8,"-53.755",3.648
"9",9,"-24.104",-14.415
"10",10,"-30.018",-15.652
"11",11,"-32.269",-20.496
"12",12,"-44.624",-20.72
"13",13,"-38.303",-29.029
"14",14,"-63.828",-52.327
"15",15,"-58.033",-47.753
"16",16,"-79.176",-61.234
"17",17,"-36.18",-21.111
"18",18,"-50.97",-33.73
"19",19,"-53.58",-33.69
"20",20,"-79.416",-40.825
