"","X","tss","roc"
"1",1,"0.906733333333333",0.987497916666667
"2",14,"LQ",1.5
"3",3,"-44.393",-22.999
"4",4,"-65.625",-22.148
"5",5,"-21.092",25.926
"6",6,"-24.78",61.213
"7",7,"-36.349",40.054
"8",8,"-54.798",53.561
"9",9,"-24.611",-11.418
"10",10,"-30.815",-9.324
"11",11,"-34.629",-16.24
"12",12,"-49.034",-16.59
"13",13,"-40.567",-28.527
"14",141,"-61.756",-35.124
"15",15,"-60.217",-42.571
"16",16,"-73.917",-38.57
"17",17,"-30.604",2.969
"18",18,"-48.485",-8.401
"19",19,"-49.185",-6.826
"20",20,"-75.009",-13.826
