"","X","tss","roc"
"1",1,"0.567",0.859982
"2",14,"LQ",1.5
"3",3,"-22.884",-7.074
"4",4,"-37.56",-21.499
"5",5,"-22.941",-10.089
"6",6,"-37.011",-25.037
"7",7,"-34.53",-21.959
"8",8,"-39.53",-24.734
"9",9,"-17.403",-11.301
"10",10,"-27.116",-20.319
"11",11,"-26.907",-19.028
"12",12,"-36.891",-28.443
"13",13,"-16.134",4.321
"14",141,"-25.825",-8.898
"15",15,"-25.063",-13.939
"16",16,"-28.798",-15.34
"17",17,"-19.425",-1.243
"18",18,"-27.466",-12.936
"19",19,"-30.658",-20.188
"20",20,"-30.946",-19.013
