"","X","tss","roc"
"1",1,"0.975",0.9968
"2",37,"L",3.5
"3",3,"-39.784",-36.796
"4",4,"-66.389",-62.273
"5",5,"-27.683",-24.939
"6",6,"-48.849",-48.555
"7",7,"-56.345",-56.149
"8",8,"-66.242",-61.783
"9",9,"-31.749",-31.651
"10",10,"-48.359",-48.163
"11",11,"-49.045",-48.898
"12",12,"-68.447",-68.349
"13",13,"-35.865",-35.669
"14",14,"-64.87",-63.743
"15",15,"-56.149",-55.512
"16",16,"-72.954",-65.458
"17",17,"-44.39",-43.655
"18",18,"-58.011",-55.267
"19",19,"-62.959",-60.363
"20",20,"-75.796",-67.81
