"","X","tss","roc"
"1",1,"0.9953",0.999205128205128
"2",37,"L",3.5
"3",3,"-73.614",-54.601
"4",4,"-86.197",-51.053
"5",5,"-22.838",34.035
"6",6,"-13.525",69.845
"7",7,"-46.286",38.082
"8",8,"-43.625",58.204
"9",9,"-21.452",6.098
"10",10,"-33.37",-3.991
"11",11,"-29.435",-2.661
"12",12,"-46.785",4.435
"13",13,"-80.987",-49.612
"14",14,"-81.042",-48.337
"15",15,"-81.652",-48.06
"16",16,"-84.479",-41.408
"17",17,"-66.131",-24.446
"18",18,"-63.248",-17.295
"19",19,"-70.344",-24.612
"20",20,"-74.446",-14.357
