"","X","tss","roc"
"1",1,"0.599642857142857",0.872051428571429
"2",41,"LQHP",3.5
"3",3,"-3.993",28.044
"4",4,"-3.314",39.981
"5",5,"-3.837",16.617
"6",6,"-8.011",9.331
"7",7,"-4.697",16.019
"8",8,"-7.615",24.456
"9",9,"-2.37",15.475
"10",10,"-3.808",15.091
"11",11,"-3.938",17.452
"12",12,"-3.47",26.716
"13",13,"-7.349",11.469
"14",14,"-8.104",27.306
"15",15,"-6.86",24.688
"16",16,"-5.819",39.016
"17",17,"-3.268",22.883
"18",18,"-4.098",34.348
"19",19,"-4.583",36.709
"20",20,"-3.63",48.14
