"","X","tss","roc"
"1",1,"0.7514",0.9403325
"2",35,"LQHP",3
"3",3,"-14.969",8.045
"4",4,"-24.37",0.248
"5",5,"-7.838",-0.288
"6",6,"-10.691",2.563
"7",7,"-13.231",1.044
"8",8,"-18.095",-0.853
"9",9,"-5.293",2.55
"10",10,"-6.642",13.163
"11",11,"-9.218",2.514
"12",12,"-11.583",4.966
"13",13,"-9.304",11.19
"14",14,"-17.926",5.034
"15",15,"-13.3",14.652
"16",16,"-22.869",7.372
"17",17,"-7.234",8.151
"18",18,"-13.186",9.03
"19",19,"-12.355",7.952
"20",20,"-24.515",0.618
