"","X","tss","roc"
"1",1,"0.809084768211921",0.955889072847682
"2",28,"LQH",2.5
"3",3,"-14.82",41.429
"4",4,"-18.358",56.981
"5",5,"-8.74",18.107
"6",6,"-11.016",29.24
"7",7,"-13.263",31.04
"8",8,"-18.636",38.609
"9",9,"-5.986",19.566
"10",10,"-7.637",42.566
"11",11,"-10.328",31.417
"12",12,"-12.966",48.254
"13",13,"-9.699",38.102
"14",14,"-17.981",38.373
"15",15,"-13.55",48.876
"16",16,"-18.605",72.996
"17",17,"-10.125",30.755
"18",18,"-14.991",46.592
"19",19,"-14.476",40.44
"20",20,"-21.743",62.653
