"","X","tss","roc"
"1",1,"0.636297637795276",0.895692913385827
"2",18,"LQHPT",1.5
"3",3,"-50.586",1.928
"4",4,"-61.953",-6.277
"5",5,"-30.946",4.976
"6",6,"-40.817",3.481
"7",7,"-46.013",-1.78
"8",8,"-58.774",-4.388
"9",9,"-28.113",5.181
"10",10,"-39.067",5.559
"11",11,"-41.791",2.33
"12",12,"-54.745",-1.262
"13",13,"-34.141",7.599
"14",14,"-56.402",-3.806
"15",15,"-50.771",-1.062
"16",16,"-64.468",-6.348
"17",17,"-38.96",8.04
"18",181,"-53.467",1.571
"19",19,"-56.011",-1.569
"20",20,"-65.546",-9.629
