"","X","tss","roc"
"1",1,"0.8161",0.962527272727273
"2",40,"LQH",3.5
"3",3,"-10.348",34.032
"4",4,"-16.081",44.98
"5",5,"-4.918",24.004
"6",6,"-7.154",32.658
"7",7,"-10.841",33.545
"8",8,"-14.821",55.653
"9",9,"-3.425",21.938
"10",10,"-5.587",30.176
"11",11,"-6.941",26.704
"12",12,"-11.057",44.083
"13",13,"-7.31",15.198
"14",14,"-16.605",21.615
"15",15,"-12.179",15.516
"16",16,"-23.883",36.701
"17",17,"-5.42",30.174
"18",18,"-11.418",32.047
"19",19,"-10.278",33.045
"20",20,"-17.17",57.399
