"","X","tss","roc"
"1",1,"0.899417948717949",0.9877
"2",22,"LQH",2
"3",3,"-45.823",-41.584
"4",4,"-62.51",-57.51
"5",5,"-34.547",-32.181
"6",6,"-52.716",-48.868
"7",7,"-49.115",-44.012
"8",8,"-73.128",-70.432
"9",9,"-35.144",-32.613
"10",10,"-48.025",-45.062
"11",11,"-55.35",-53.004
"12",12,"-63.827",-60.864
"13",13,"-21.914",-8.333
"14",14,"-42.119",-36.008
"15",15,"-43.971",-39.362
"16",16,"-68.498",-65.761
"17",17,"-30.864",-25.165
"18",18,"-46.173",-41.852
"19",19,"-49.053",-43.066
"20",20,"-73.313",-70.494
