"","X","tss","roc"
"1",1,"0.6396",0.8660325
"2",14,"LQ",1.5
"3",3,"-12.806",15.52
"4",4,"-15.573",23.859
"5",5,"-10.146",6.062
"6",6,"-14.144",6.395
"7",7,"-14.525",8.738
"8",8,"-19.434",17.342
"9",9,"-7.562",4.302
"10",10,"-11.076",7.22
"11",11,"-10.309",8.806
"12",12,"-14.644",14.714
"13",13,"-10.407",7.758
"14",141,"-12.965",19.296
"15",15,"-14.171",9.609
"16",16,"-15.716",30.675
"17",17,"-10.675",11.308
"18",18,"-12.9",18.751
"19",19,"-13.211",20.328
"20",20,"-16.288",45.401
