"","X","tss","roc"
"1",1,"0.806852941176471",0.937786764705882
"2",47,"LQHP",4
"3",3,"-18.049",-16.18
"4",4,"-32.407",-30.173
"5",5,"-14.585",-11.212
"6",6,"-19.417",-17.502
"7",7,"-16.864",-15.542
"8",8,"-20.191",-17.366
"9",9,"-8.523",-6.472
"10",10,"-17.821",-17.548
"11",11,"-16.91",-15.861
"12",12,"-28.441",-26.527
"13",13,"-26.755",-23.382
"14",14,"-32.088",-30.31
"15",15,"-25.706",-23.291
"16",16,"-42.115",-39.927
"17",17,"-30.583",-27.985
"18",18,"-28.396",-26.664
"19",19,"-33.774",-31.586
"20",20,"-43.665",-41.705
