"","X","tss","roc"
"1",1,"0.741636363636364",0.926794318181818
"2",14,"LQ",1.5
"3",3,"-0.066",103.825
"4",4,"-0.009",152.848
"5",5,"-0.648",42.227
"6",6,"-0.141",70.461
"7",7,"-0.16",68.769
"8",8,"-0.009",112.331
"9",9,"-0.188",51.147
"10",10,"-0.461",68.496
"11",11,"-0.536",79.117
"12",12,"-0.282",128.468
"13",13,"-0.432",70.752
"14",141,"-0.113",131.654
"15",15,"-0.31",91.363
"16",16,"-0.019",166.156
"17",17,"-0.009",86.062
"18",18,"0",123.91
"19",19,"-0.009",125.432
"20",20,"0",183.289
