"","X","tss","roc"
"1",1,"0.732857142857143",0.931456071428571
"2",16,"LQH",1.5
"3",3,"-66.623",-38.354
"4",4,"-88.606",-43.784
"5",5,"-18.402",1.001
"6",6,"-30.9",-3.376
"7",7,"-45.75",-19.893
"8",8,"-52.664",-10.641
"9",9,"-17.145",2.989
"10",10,"-34.985",-1.294
"11",11,"-32.646",5.401
"12",12,"-55.923",-6.687
"13",13,"-35.058",-11.913
"14",14,"-74.362",-43.536
"15",15,"-60.462",-34.744
"16",161,"-86.962",-44.405
"17",17,"-30.22",-4.889
"18",18,"-47.3",-1.023
"19",19,"-47.497",-7.089
"20",20,"-84.799",-23.153
