"","X","tss","roc"
"1",1,"0.952745454545455",0.996490909090909
"2",38,"LQ",3.5
"3",3,"-82.172",-13.525
"4",4,"-97.951",-36.475
"5",5,"-48.361",11.27
"6",6,"-72.541",-9.221
"7",7,"-87.295",-0.41
"8",8,"-96.721",-1.639
"9",9,"-17.008",59.016
"10",10,"-25.41",54.713
"11",11,"-37.09",35.451
"12",12,"-77.664",1.844
"13",13,"-72.131",-5.328
"14",14,"-93.648",-44.262
"15",15,"-84.426",-22.131
"16",16,"-98.566",-29.918
"17",17,"-57.377",12.295
"18",18,"-82.787",3.279
"19",19,"-82.787",1.639
"20",20,"-97.951",14.754
