"","X","tss","roc"
"1",1,"0.9341",0.993858208955224
"2",14,"LQ",1.5
"3",3,"-36.193",-26.048
"4",4,"-54.376",-45.084
"5",5,"-14.547",17.505
"6",6,"-26.849",-6.925
"7",7,"-23.264",2.001
"8",8,"-38.229",-11.362
"9",9,"-15.156",5.29
"10",10,"-33.009",-17.087
"11",11,"-26.988",-10.284
"12",12,"-41.622",-27.875
"13",13,"-22.203",5.586
"14",141,"-40.891",-24.239
"15",15,"-35.584",-17.992
"16",16,"-44.388",-21.907
"17",17,"-28.171",-9.205
"18",18,"-34.923",-18.723
"19",19,"-38.42",-25.718
"20",20,"-54.742",-41.239
