"","X","tss","roc"
"1",1,"0.5198",0.74826875
"2",26,"LQ",2.5
"3",3,"-29.904",-22.471
"4",4,"-69.912",-63.124
"5",5,"-20.567",-11.507
"6",6,"-41.216",-37.295
"7",7,"-36.282",-32.494
"8",8,"-69.615",-64.762
"9",9,"-14.087",-2.467
"10",10,"-23.065",-17.25
"11",11,"-15.684",1.464
"12",12,"-22.727",-9.633
"13",13,"-32.351",-23.229
"14",14,"-65.796",-61.538
"15",15,"-38.473",-32.432
"16",16,"-85.442",-84.644
"17",17,"-21.048",-12.51
"18",18,"-54.566",-49.642
"19",19,"-22.195",-6.255
"20",20,"-68.847",-65.663
