"","X","tss","roc"
"1",1,"0.688566666666667",0.897071111111111
"2",48,"LQHPT",4
"3",3,"-13.737",55.696
"4",4,"-20.872",67.444
"5",5,"-7.359",32.275
"6",6,"-10.05",47.915
"7",7,"-12.972",55.11
"8",8,"-16.52",67.044
"9",9,"-6.352",33.335
"10",10,"-9.084",50.757
"11",11,"-10.746",51.508
"12",12,"-13.718",71.098
"13",13,"-11.399",47.779
"14",14,"-16.483",63.571
"15",15,"-13.74",58.426
"16",16,"-19.204",82.8
"17",17,"-9.851",49.699
"18",18,"-13.439",67.496
"19",19,"-13.467",68.362
"20",20,"-19.529",86.694
