"","X","tss","roc"
"1",1,"0.6916",0.875454545454545
"2",19,"L",2
"3",3,"-32.247",-31.924
"4",4,"-40.369",-40.025
"5",5,"-20.838",-19.452
"6",6,"-28.101",-27.399
"7",7,"-27.574",-27.155
"8",8,"-37.592",-36.611
"9",9,"-20.598",-20.365
"10",10,"-24.708",-23.013
"11",11,"-26.36",-25.231
"12",12,"-38.628",-38.406
"13",13,"-22.841",-21.741
"14",14,"-31.555",-30.914
"15",15,"-26.206",-24.805
"16",16,"-43.053",-42.712
"17",17,"-28.578",-28.248
"18",18,"-32.967",-32.734
"19",191,"-31.791",-30.889
"20",20,"-46.001",-45.758
