"","X","tss","roc"
"1",1,"0.643603883495146",0.887377184466019
"2",14,"LQ",1.5
"3",3,"-23.215",0.487
"4",4,"-31.262",2.742
"5",5,"-15.34",-4.176
"6",6,"-19.2",-1.016
"7",7,"-20.804",0.103
"8",8,"-27.576",4
"9",9,"-11.801",-0.719
"10",10,"-17.139",0.003
"11",11,"-17.974",-1.412
"12",12,"-25.103",0.012
"13",13,"-17.883",-0.027
"14",141,"-27.401",-0.751
"15",15,"-24.668",-1.894
"16",16,"-32.563",6.1
"17",17,"-17.685",0.163
"18",18,"-23.472",1.669
"19",19,"-24.934",1.453
"20",20,"-33.376",7.281
